Date	Time	windspeed(m/s)	windAngle(deg)	PV_power(W)	PV_voltage(V)	
1/1/0	22:40:20	0.00	315.00	0.00000	0.02581	
1/1/0	22:41:20	0.00	315.00	0.00000	0.01935	
1/1/0	22:42:20	0.00	315.00	0.00000	0.01935	
1/1/0	22:43:21	0.00	315.00	0.00000	0.02581	
1/1/0	22:44:21	0.00	315.00	0.00000	0.02581	
1/1/0	22:45:21	0.00	315.00	0.00000	0.02581	
1/1/0	22:46:21	0.00	315.00	0.00000	0.01935	
1/1/0	22:47:21	0.00	315.00	0.00000	0.02581	
1/1/0	22:48:21	0.00	315.00	0.00000	0.01935	
1/1/0	22:49:21	0.00	315.00	0.00000	0.01935	
1/1/0	22:50:21	0.00	315.00	0.00000	0.01935	
1/1/0	22:51:22	0.00	315.00	0.00000	0.01935	
1/1/0	22:52:22	0.00	315.00	0.00000	0.02581	
1/1/0	22:53:22	0.00	315.00	0.00000	0.01935	
1/1/0	22:54:22	0.00	315.00	0.00000	0.02581	
1/1/0	22:55:22	0.00	315.00	0.00000	0.01935	
1/1/0	22:56:22	0.00	315.00	0.00000	0.02581	
1/1/0	22:57:22	0.00	315.00	0.00000	0.01935	
1/1/0	22:58:23	0.00	315.00	0.00000	0.02581	
1/1/0	22:59:23	0.00	315.00	0.00000	0.01935	
1/1/0	23:0:23	0.00	315.00	0.00000	0.02581	
1/1/0	23:1:23	0.00	315.00	0.00000	0.02581	
1/1/0	23:2:23	0.00	315.00	0.00000	0.02581	
1/1/0	23:3:23	0.00	315.00	0.00000	0.02581	
1/1/0	23:4:23	0.00	315.00	0.00000	0.02581	
1/1/0	23:5:24	0.00	315.00	0.00000	0.02581	
1/1/0	23:6:24	0.00	315.00	0.00000	0.02581	
1/1/0	23:7:24	0.00	315.00	0.00000	0.01935	
1/1/0	23:8:24	0.00	315.00	0.00000	0.02581	
1/1/0	23:9:24	0.00	315.00	0.00000	0.01935	
1/1/0	23:10:24	0.00	315.00	0.00000	0.01935	
1/1/0	23:11:24	0.00	315.00	0.00000	0.02581	
1/1/0	23:12:25	0.00	315.00	0.00000	0.03226	
1/1/0	23:13:25	0.00	90.00	0.00000	0.02581	
1/1/0	23:14:25	0.00	90.00	0.00000	0.01935	
1/1/0	23:15:25	0.00	90.00	0.00000	0.02581	
1/1/0	23:16:25	0.00	90.00	0.00000	0.01935	
1/1/0	23:17:25	0.00	90.00	0.00000	0.01935	
1/1/0	23:18:25	0.00	90.00	0.00000	0.01935	
1/1/0	23:19:25	0.00	90.00	0.00000	0.01290	
1/1/0	23:20:26	0.00	90.00	0.00000	0.01935	
1/1/0	23:21:26	0.00	90.00	0.00000	0.01935	
1/1/0	23:22:26	0.00	90.00	0.00000	0.01935	
1/1/0	23:23:26	0.00	90.00	0.00000	0.02581	
1/1/0	23:24:26	0.00	90.00	0.00000	0.01935	
1/1/0	23:25:26	0.00	90.00	0.00000	0.01935	
1/1/0	23:26:26	0.00	90.00	0.00000	0.01935	
1/1/0	23:27:27	0.00	90.00	0.00000	0.01935	
1/1/0	23:28:27	0.00	90.00	0.00000	0.02581	
1/1/0	23:29:27	0.00	90.00	0.00000	0.01935	
1/1/0	23:30:27	0.00	90.00	0.00000	0.01935	
1/1/0	23:31:27	0.00	90.00	0.00000	0.01935	
1/1/0	23:32:27	0.00	90.00	0.00000	0.01935	
1/1/0	23:33:27	0.00	90.00	0.00000	0.02581	
1/1/0	23:34:28	0.00	90.00	0.00000	0.01935	
1/1/0	23:35:28	0.00	90.00	0.00000	0.02581	
1/1/0	23:36:28	0.00	90.00	0.00000	0.01935	
1/1/0	23:37:28	0.00	90.00	0.00000	0.01935	
1/1/0	23:38:28	0.00	90.00	0.00000	0.01935	
1/1/0	23:39:28	0.00	90.00	0.00000	0.01935	
1/1/0	23:40:29	0.00	90.00	0.00000	0.01935	
1/1/0	23:41:29	0.00	90.00	0.00000	0.01935	
1/1/0	23:42:29	0.00	90.00	0.00000	0.02581	
1/1/0	23:43:29	0.00	90.00	0.00000	0.01935	
1/1/0	23:44:29	0.00	90.00	0.00000	0.01935	
1/1/0	23:45:29	0.00	90.00	0.00000	0.02581	
1/1/0	23:46:29	0.00	90.00	0.00000	0.01935	
1/1/0	23:47:29	0.00	90.00	0.00000	0.01935	
1/1/0	23:48:30	0.00	90.00	0.00000	0.02581	
1/1/0	23:49:30	0.00	90.00	0.00000	0.01935	
1/1/0	23:50:30	0.00	90.00	0.00000	0.01935	
1/1/0	23:51:30	0.00	90.00	0.00000	0.01935	
1/1/0	23:52:30	0.00	90.00	0.00000	0.01935	
1/1/0	23:53:30	0.00	90.00	0.00000	0.02581	
1/1/0	23:54:30	0.00	90.00	0.00000	0.01935	
1/1/0	23:55:31	0.00	90.00	0.00000	0.01935	
1/1/0	23:56:31	0.00	90.00	0.00000	0.02581	
1/1/0	23:57:31	0.00	90.00	0.00000	0.02581	
1/1/0	23:58:31	0.00	90.00	0.00000	0.01935	
1/1/0	23:59:31	0.00	90.00	0.00000	0.02581	
2/1/0	0:0:31	0.00	90.00	0.00000	0.02581	
2/1/0	0:1:31	0.00	90.00	0.00000	0.01935	
2/1/0	0:2:32	0.00	90.00	0.00000	0.01935	
2/1/0	0:3:32	0.00	90.00	0.00000	0.01935	
2/1/0	0:4:32	0.00	90.00	0.00000	0.01935	
2/1/0	0:5:32	0.00	90.00	0.00000	0.01935	
2/1/0	0:6:32	0.00	90.00	0.00000	0.01935	
2/1/0	0:7:32	0.00	90.00	0.00000	0.01935	
2/1/0	0:8:32	0.00	90.00	0.00000	0.01935	
2/1/0	0:9:32	0.00	90.00	0.00000	0.02581	
2/1/0	0:10:33	0.00	90.00	0.00000	0.01935	
2/1/0	0:11:33	0.00	90.00	0.00000	0.01935	
2/1/0	0:12:33	0.00	90.00	0.00000	0.01935	
2/1/0	0:13:33	0.00	90.00	0.00000	0.01935	
2/1/0	0:14:33	0.00	90.00	0.00000	0.01935	
2/1/0	0:15:33	0.00	90.00	0.00000	0.01935	
2/1/0	0:16:33	0.00	90.00	0.00000	0.01935	
2/1/0	0:17:34	0.00	90.00	0.00000	0.01935	
2/1/0	0:18:34	0.00	90.00	0.00000	0.02581	
2/1/0	0:19:34	0.00	90.00	0.00000	0.01935	
2/1/0	0:20:34	0.00	90.00	0.00000	0.01935	
2/1/0	0:21:34	0.00	90.00	0.00000	0.01290	
2/1/0	0:22:34	0.00	90.00	0.00000	0.01935	
2/1/0	0:23:34	0.00	90.00	0.00000	0.01935	
2/1/0	0:24:35	0.00	90.00	0.00000	0.01935	
2/1/0	0:25:35	0.00	90.00	0.00000	0.01935	
2/1/0	0:26:35	0.00	90.00	0.00000	0.01935	
2/1/0	0:27:35	0.00	90.00	0.00000	0.01935	
2/1/0	0:28:35	0.00	90.00	0.00000	0.01935	
2/1/0	0:29:35	0.00	90.00	0.00000	0.01935	
2/1/0	0:30:35	0.00	90.00	0.00000	0.01935	
2/1/0	0:31:36	0.00	90.00	0.00000	0.01935	
2/1/0	0:32:36	0.00	90.00	0.00000	0.01935	
2/1/0	0:33:36	0.00	90.00	0.00000	0.01935	
2/1/0	0:34:36	0.00	90.00	0.00000	0.01935	
2/1/0	0:35:36	0.00	90.00	0.00000	0.02581	
2/1/0	0:36:36	0.00	90.00	0.00000	0.01935	
2/1/0	0:37:36	0.00	90.00	0.00000	0.01935	
2/1/0	0:38:36	0.00	90.00	0.00000	0.01935	
2/1/0	0:39:37	0.00	90.00	0.00000	0.01935	
2/1/0	0:40:37	0.00	90.00	0.00000	0.01935	
2/1/0	0:41:37	0.00	90.00	0.00000	0.01935	
2/1/0	0:42:37	0.00	90.00	0.00000	0.01935	
2/1/0	0:43:37	0.00	90.00	0.00000	0.02581	
2/1/0	0:44:37	0.00	90.00	0.00000	0.01935	
2/1/0	0:45:37	0.00	90.00	0.00000	0.01935	
2/1/0	0:46:38	0.00	90.00	0.00000	0.02581	
2/1/0	0:47:38	0.00	90.00	0.00000	0.01935	
2/1/0	0:48:38	0.00	90.00	0.00000	0.01935	
2/1/0	0:49:38	0.00	90.00	0.00000	0.01935	
2/1/0	0:50:38	0.00	90.00	0.00000	0.01935	
2/1/0	0:51:38	0.00	90.00	0.00000	0.01935	
2/1/0	0:52:38	0.00	90.00	0.00000	0.01935	
2/1/0	0:53:39	0.00	90.00	0.00000	0.01935	
2/1/0	0:54:39	0.00	90.00	0.00000	0.02581	
2/1/0	0:55:39	0.00	90.00	0.00000	0.01935	
2/1/0	0:56:39	0.00	90.00	0.00000	0.01935	
2/1/0	0:57:39	0.00	90.00	0.00000	0.01935	
2/1/0	0:58:39	0.00	90.00	0.00000	0.01935	
2/1/0	0:59:39	0.00	90.00	0.00000	0.01935	
2/1/0	1:0:40	0.00	90.00	0.00000	0.01935	
2/1/0	1:1:40	0.00	90.00	0.00000	0.01935	
2/1/0	1:2:40	0.00	90.00	0.00000	0.02581	
2/1/0	1:3:40	0.00	90.00	0.00000	0.01935	
2/1/0	1:4:40	0.00	90.00	0.00000	0.01935	
2/1/0	1:5:40	0.00	90.00	0.00000	0.01935	
2/1/0	1:6:40	0.00	90.00	0.00000	0.02581	
2/1/0	1:7:40	0.00	90.00	0.00000	0.01935	
2/1/0	1:8:41	0.00	90.00	0.00000	0.01935	
2/1/0	1:9:41	0.00	90.00	0.00000	0.01935	
2/1/0	1:10:41	0.00	90.00	0.00000	0.01935	
2/1/0	1:11:41	0.00	90.00	0.00000	0.01935	
2/1/0	1:12:41	0.00	90.00	0.00000	0.01935	
2/1/0	1:13:41	0.00	90.00	0.00000	0.02581	
2/1/0	1:14:41	0.00	90.00	0.00000	0.01935	
2/1/0	1:15:42	0.00	90.00	0.00000	0.01935	
2/1/0	1:16:42	0.00	90.00	0.00000	0.01935	
2/1/0	1:17:42	0.00	90.00	0.00000	0.02581	
2/1/0	1:18:42	0.00	90.00	0.00000	0.01935	
2/1/0	1:19:42	0.00	90.00	0.00000	0.01935	
2/1/0	1:20:42	0.00	90.00	0.00000	0.02581	
2/1/0	1:21:42	0.00	90.00	0.00000	0.01935	
2/1/0	1:22:43	0.00	90.00	0.00000	0.02581	
2/1/0	1:23:43	0.00	90.00	0.00000	0.01935	
2/1/0	1:24:43	0.00	90.00	0.00000	0.01935	
2/1/0	1:25:43	0.00	90.00	0.00000	0.02581	
2/1/0	1:26:43	0.00	90.00	0.00000	0.01935	
2/1/0	1:27:43	0.00	90.00	0.00000	0.01935	
2/1/0	1:28:43	0.00	90.00	0.00000	0.01935	
2/1/0	1:29:43	0.00	90.00	0.00000	0.01935	
2/1/0	1:30:44	0.00	90.00	0.00000	0.01935	
2/1/0	1:31:44	0.00	90.00	0.00000	0.02581	
2/1/0	1:32:44	0.00	90.00	0.00000	0.01935	
2/1/0	1:33:44	0.00	90.00	0.00000	0.01935	
2/1/0	1:34:44	0.00	90.00	0.00000	0.01935	
2/1/0	1:35:44	0.00	90.00	0.00000	0.01935	
2/1/0	1:36:44	0.00	90.00	0.00000	0.01935	
2/1/0	1:37:45	0.00	90.00	0.00000	0.01935	
2/1/0	1:38:45	0.00	90.00	0.00000	0.01935	
2/1/0	1:39:45	0.00	90.00	0.00000	0.02581	
2/1/0	1:40:45	0.00	90.00	0.00000	0.01935	
2/1/0	1:41:45	0.00	90.00	0.00000	0.01935	
2/1/0	1:42:45	0.00	90.00	0.00000	0.01935	
2/1/0	1:43:45	0.00	90.00	0.00000	0.02581	
2/1/0	1:44:46	0.00	90.00	0.00000	0.02581	
2/1/0	1:45:46	0.00	90.00	0.00000	0.01935	
2/1/0	1:46:46	0.00	90.00	0.00000	0.01935	
2/1/0	1:47:46	0.00	90.00	0.00000	0.02581	
2/1/0	1:48:46	0.00	90.00	0.00000	0.01935	
2/1/0	1:49:46	0.00	90.00	0.00000	0.01935	
2/1/0	1:50:46	0.00	90.00	0.00000	0.01935	
2/1/0	1:51:47	0.00	90.00	0.00000	0.01935	
2/1/0	1:52:47	0.00	90.00	0.00000	0.02581	
2/1/0	1:53:47	0.00	90.00	0.00000	0.01935	
2/1/0	1:54:47	0.00	90.00	0.00000	0.02581	
2/1/0	1:55:47	0.00	90.00	0.00000	0.01935	
2/1/0	1:56:47	0.00	90.00	0.00000	0.01935	
2/1/0	1:57:47	0.00	90.00	0.00000	0.02581	
2/1/0	1:58:47	0.00	90.00	0.00000	0.01935	
2/1/0	1:59:48	0.00	90.00	0.00000	0.01935	
2/1/0	2:0:48	0.00	90.00	0.00000	0.01935	
2/1/0	2:1:48	0.00	90.00	0.00000	0.01935	
2/1/0	2:2:48	0.00	90.00	0.00000	0.01935	
2/1/0	2:3:48	0.00	90.00	0.00000	0.01935	
2/1/0	2:4:48	0.00	90.00	0.00000	0.02581	
2/1/0	2:5:48	0.00	90.00	0.00000	0.01935	
2/1/0	2:6:49	0.00	90.00	0.00000	0.01935	
2/1/0	2:7:49	0.00	90.00	0.00000	0.01935	
2/1/0	2:8:49	0.00	90.00	0.00000	0.01935	
2/1/0	2:9:49	0.00	90.00	0.00000	0.01935	
2/1/0	2:10:49	0.00	90.00	0.00000	0.01935	
2/1/0	2:11:49	0.00	90.00	0.00000	0.01935	
2/1/0	2:12:49	0.00	90.00	0.00000	0.02581	
2/1/0	2:13:50	0.00	90.00	0.00000	0.01935	
2/1/0	2:14:50	0.00	90.00	0.00000	0.01935	
2/1/0	2:15:50	0.00	90.00	0.00000	0.02581	
2/1/0	2:16:50	0.00	90.00	0.00000	0.01935	
2/1/0	2:17:50	0.00	90.00	0.00000	0.01935	
2/1/0	2:18:50	0.00	90.00	0.00000	0.01935	
2/1/0	2:19:50	0.00	90.00	0.00000	0.01935	
2/1/0	2:20:50	0.00	90.00	0.00000	0.01935	
2/1/0	2:21:51	0.00	90.00	0.00000	0.01935	
2/1/0	2:22:51	0.00	90.00	0.00000	0.01935	
2/1/0	2:23:51	0.00	90.00	0.00000	0.02581	
2/1/0	2:24:51	0.00	90.00	0.00000	0.01935	
2/1/0	2:25:51	0.00	90.00	0.00000	0.01935	
2/1/0	2:26:51	0.00	90.00	0.00000	0.01290	
2/1/0	2:27:51	0.00	90.00	0.00000	0.01935	
2/1/0	2:28:52	0.00	90.00	0.00000	0.01935	
2/1/0	2:29:52	0.00	90.00	0.00000	0.00645	
2/1/0	2:30:52	0.00	90.00	0.00000	0.02581	
2/1/0	2:31:52	0.00	90.00	0.00000	0.01935	
2/1/0	2:32:52	0.00	90.00	0.00000	0.02581	
2/1/0	2:33:52	0.00	90.00	0.00000	0.01935	
2/1/0	2:34:52	0.00	90.00	0.00000	0.02581	
2/1/0	2:35:53	0.00	90.00	0.00000	0.01935	
2/1/0	2:36:53	0.00	90.00	0.00000	0.00645	
2/1/0	2:37:53	0.00	90.00	0.00000	0.02581	
2/1/0	2:38:53	0.00	90.00	0.00000	0.01935	
2/1/0	2:39:53	0.00	90.00	0.00000	0.01935	
2/1/0	2:40:53	0.00	90.00	0.00000	0.01935	
2/1/0	2:41:53	0.00	90.00	0.00000	0.01935	
2/1/0	2:42:53	0.00	90.00	0.00000	0.01935	
2/1/0	2:43:54	0.00	90.00	0.00000	0.01935	
2/1/0	2:44:54	0.00	90.00	0.00000	0.02581	
2/1/0	2:45:54	0.00	90.00	0.00000	0.01935	
2/1/0	2:46:54	0.00	90.00	0.00000	0.01935	
2/1/0	2:47:54	0.00	90.00	0.00000	0.01935	
2/1/0	2:48:54	0.00	90.00	0.00000	0.02581	
2/1/0	2:49:54	0.00	90.00	0.00000	0.01935	
2/1/0	2:50:55	0.00	90.00	0.00000	0.01935	
2/1/0	2:51:55	0.00	90.00	0.00000	0.01935	
2/1/0	2:52:55	0.00	90.00	0.00000	0.01935	
2/1/0	2:53:55	0.00	90.00	0.00000	0.01935	
2/1/0	2:54:55	0.00	90.00	0.00000	0.01935	
2/1/0	2:55:55	0.00	90.00	0.00000	0.01935	
2/1/0	2:56:55	0.00	90.00	0.00000	0.01935	
2/1/0	2:57:56	0.00	90.00	0.00000	0.02581	
2/1/0	2:58:56	0.00	90.00	0.00000	0.01935	
2/1/0	2:59:56	0.00	90.00	0.00000	0.01935	
2/1/0	3:0:56	0.00	90.00	0.00000	0.01935	
2/1/0	3:1:56	0.00	90.00	0.00000	0.01935	
2/1/0	3:2:56	0.00	90.00	0.00000	0.01935	
2/1/0	3:3:56	0.00	90.00	0.00000	0.01935	
2/1/0	3:4:57	0.00	90.00	0.00000	0.01290	
2/1/0	3:5:57	0.00	90.00	0.00000	0.02581	
2/1/0	3:6:57	0.00	90.00	0.00000	0.01935	
2/1/0	3:7:57	0.00	90.00	0.00000	0.02581	
2/1/0	3:8:57	0.00	90.00	0.00000	0.01290	
2/1/0	3:9:57	0.00	90.00	0.00000	0.01935	
2/1/0	3:10:57	0.00	90.00	0.00000	0.01935	
2/1/0	3:11:57	0.00	90.00	0.00000	0.01935	
2/1/0	3:12:58	0.00	90.00	0.00000	0.01935	
2/1/0	3:13:58	0.00	90.00	0.00000	0.01935	
2/1/0	3:14:58	0.00	90.00	0.00000	0.01290	
2/1/0	3:15:58	0.00	90.00	0.00000	0.01935	
2/1/0	3:16:58	0.00	90.00	0.00000	0.01290	
2/1/0	3:17:58	0.00	90.00	0.00000	0.01935	
2/1/0	3:18:58	0.00	90.00	0.00000	0.01935	
2/1/0	3:19:59	0.00	90.00	0.00000	0.01935	
2/1/0	3:20:59	0.00	90.00	0.00000	0.01935	
2/1/0	3:21:59	0.00	90.00	0.00000	0.01935	
2/1/0	3:22:59	0.00	90.00	0.00000	0.01935	
2/1/0	3:23:59	0.00	90.00	0.00000	0.01935	
2/1/0	3:24:59	0.00	90.00	0.00000	0.01935	
2/1/0	3:25:59	0.00	90.00	0.00000	0.01935	
2/1/0	3:27:0	0.00	90.00	0.00000	0.01935	
2/1/0	3:28:0	0.00	90.00	0.00000	0.01935	
2/1/0	3:29:0	0.00	90.00	0.00000	0.01290	
2/1/0	3:30:0	0.00	90.00	0.00000	0.01935	
2/1/0	3:31:0	0.00	90.00	0.00000	0.01935	
2/1/0	3:32:0	0.00	90.00	0.00000	0.01935	
2/1/0	3:33:0	0.00	90.00	0.00000	0.01935	
2/1/0	3:34:0	0.00	90.00	0.00000	0.01290	
2/1/0	3:35:1	0.00	90.00	0.00000	0.01935	
2/1/0	3:36:1	0.00	90.00	0.00000	0.01935	
2/1/0	3:37:1	0.00	90.00	0.00000	0.01935	
2/1/0	3:38:1	0.00	90.00	0.00000	0.01935	
2/1/0	3:39:1	0.00	90.00	0.00000	0.01935	
2/1/0	3:40:1	0.00	90.00	0.00000	0.01290	
2/1/0	3:41:1	0.00	90.00	0.00000	0.01935	
2/1/0	3:42:2	0.00	90.00	0.00000	0.01935	
2/1/0	3:43:2	0.00	90.00	0.00000	0.01935	
2/1/0	3:44:2	0.00	90.00	0.00000	0.02581	
2/1/0	3:45:2	0.00	90.00	0.00000	0.01935	
2/1/0	3:46:2	0.00	90.00	0.00000	0.01935	
2/1/0	3:47:2	0.00	90.00	0.00000	0.01935	
2/1/0	3:48:2	0.00	90.00	0.00000	0.01290	
2/1/0	3:49:3	0.00	90.00	0.00000	0.01935	
2/1/0	3:50:3	0.00	90.00	0.00000	0.01290	
2/1/0	3:51:3	0.00	90.00	0.00000	0.01935	
2/1/0	3:52:3	0.00	90.00	0.00000	0.01935	
2/1/0	3:53:3	0.00	90.00	0.00000	0.01935	
2/1/0	3:54:3	0.00	90.00	0.00000	0.01290	
2/1/0	3:55:3	0.00	90.00	0.00000	0.01290	
2/1/0	3:56:4	0.00	90.00	0.00000	0.01935	
2/1/0	3:57:4	0.00	90.00	0.00000	0.01290	
2/1/0	3:58:4	0.00	90.00	0.00000	0.00645	
2/1/0	3:59:4	0.00	90.00	0.00000	0.00645	
2/1/0	4:0:4	0.00	90.00	0.00000	0.00645	
2/1/0	4:1:4	0.00	90.00	0.00000	0.00000	
2/1/0	4:2:4	0.00	90.00	0.00000	0.01290	
2/1/0	4:3:4	0.00	90.00	0.00000	0.00645	
2/1/0	4:4:5	0.00	90.00	0.00000	0.00645	
2/1/0	4:5:5	0.00	90.00	0.00000	0.00645	
2/1/0	4:6:5	0.00	90.00	0.00000	0.00645	
2/1/0	4:7:5	0.00	90.00	0.00000	0.00645	
2/1/0	4:8:5	0.00	90.00	0.00000	0.00645	
2/1/0	4:9:5	0.00	90.00	0.00000	0.00645	
2/1/0	4:10:5	0.00	90.00	0.00000	0.00645	
2/1/0	4:11:6	0.00	90.00	0.00000	0.01290	
2/1/0	4:12:6	0.00	90.00	0.00000	0.00645	
2/1/0	4:13:6	0.00	90.00	0.00000	0.00645	
2/1/0	4:14:6	0.00	90.00	0.00000	0.00645	
2/1/0	4:15:6	0.00	90.00	0.00000	0.00645	
2/1/0	4:16:6	0.00	90.00	0.00000	0.00645	
2/1/0	4:17:6	0.00	90.00	0.00000	0.00645	
2/1/0	4:18:7	0.00	90.00	0.00000	0.00645	
2/1/0	4:19:7	0.00	90.00	0.00000	0.00645	
2/1/0	4:20:7	0.00	90.00	0.00000	0.01290	
2/1/0	4:21:7	0.00	90.00	0.00000	0.01290	
2/1/0	4:22:7	0.00	90.00	0.00000	0.00645	
2/1/0	4:23:7	0.00	90.00	0.00000	0.00645	
2/1/0	4:24:7	0.00	90.00	0.00000	0.00645	
2/1/0	4:25:7	0.00	90.00	0.00000	0.00000	
2/1/0	4:26:8	0.00	90.00	0.00000	0.00000	
2/1/0	4:27:8	0.00	90.00	0.00000	0.00645	
2/1/0	4:28:8	0.00	90.00	0.00000	0.00645	
2/1/0	4:29:8	0.00	90.00	0.00000	0.00645	
2/1/0	4:30:8	0.00	90.00	0.00000	0.00645	
2/1/0	4:31:8	0.00	90.00	0.00000	0.01290	
2/1/0	4:32:8	0.00	90.00	0.00000	0.01290	
2/1/0	4:33:9	0.00	90.00	0.00000	0.00645	
2/1/0	4:34:9	0.00	90.00	0.00000	0.00645	
2/1/0	4:35:9	0.00	90.00	0.00000	0.01290	
2/1/0	4:36:9	0.00	90.00	0.00000	0.00645	
2/1/0	4:37:9	0.00	90.00	0.00000	0.01290	
2/1/0	4:38:9	0.00	90.00	0.00000	0.00645	
2/1/0	4:39:9	0.00	90.00	0.00000	0.00645	
2/1/0	4:40:10	0.00	90.00	0.00000	0.00645	
2/1/0	4:41:10	0.00	90.00	0.00000	0.00645	
2/1/0	4:42:10	0.00	90.00	0.00000	0.01290	
2/1/0	4:43:10	0.00	90.00	0.00000	0.01290	
2/1/0	4:44:10	0.00	90.00	0.00000	0.00645	
2/1/0	4:45:10	0.00	90.00	0.00000	0.00645	
2/1/0	4:46:10	0.00	90.00	0.00000	0.00645	
2/1/0	4:47:11	0.00	90.00	0.00000	0.00645	
2/1/0	4:48:11	0.00	90.00	0.00000	0.00645	
2/1/0	4:49:11	0.00	90.00	0.00000	0.00645	
2/1/0	4:50:11	0.00	90.00	0.00000	0.00645	
2/1/0	4:51:11	0.00	90.00	0.00000	0.00645	
2/1/0	4:52:11	0.00	90.00	0.00000	0.00000	
2/1/0	4:53:11	0.00	90.00	0.00000	0.00645	
2/1/0	4:54:11	0.00	90.00	0.00000	0.01290	
2/1/0	4:55:12	0.00	90.00	0.00000	0.00645	
2/1/0	4:56:12	0.00	90.00	0.00000	0.00645	
2/1/0	4:57:12	0.00	90.00	0.00000	0.00645	
2/1/0	4:58:12	0.00	90.00	0.00000	0.00645	
2/1/0	4:59:12	0.00	90.00	0.00000	0.01290	
2/1/0	5:0:12	0.00	90.00	0.00000	0.00645	
2/1/0	5:1:12	0.00	90.00	0.00000	0.00000	
2/1/0	5:2:13	0.00	90.00	0.00000	0.00645	
2/1/0	5:3:13	0.00	90.00	0.00000	0.00645	
2/1/0	5:4:13	0.00	90.00	0.00000	0.00645	
2/1/0	5:5:13	0.00	90.00	0.00000	0.01290	
2/1/0	5:6:13	0.00	90.00	0.00000	0.00645	
2/1/0	5:7:13	0.00	90.00	0.00000	0.00645	
2/1/0	5:8:13	0.00	90.00	0.00000	0.00645	
2/1/0	5:9:14	0.00	90.00	0.00000	0.01290	
2/1/0	5:10:14	0.00	90.00	0.00000	0.00645	
2/1/0	5:11:14	0.00	90.00	0.00000	0.01290	
2/1/0	5:12:14	0.00	90.00	0.00000	0.00645	
2/1/0	5:13:14	0.00	90.00	0.00000	0.00645	
2/1/0	5:14:14	0.00	90.00	0.00000	0.00645	
2/1/0	5:15:14	0.00	90.00	0.00000	0.00645	
2/1/0	5:16:14	0.00	90.00	0.00000	0.00645	
2/1/0	5:17:15	0.00	90.00	0.00000	0.01290	
2/1/0	5:18:15	0.00	90.00	0.00000	0.00645	
2/1/0	5:19:15	0.00	90.00	0.00000	0.00645	
2/1/0	5:20:15	0.00	90.00	0.00000	0.01290	
2/1/0	5:21:15	0.00	90.00	0.00000	0.00645	
2/1/0	5:22:15	0.00	90.00	0.00000	0.00645	
2/1/0	5:23:15	0.00	90.00	0.00000	0.00645	
2/1/0	5:24:16	0.00	90.00	0.00000	0.00645	
2/1/0	5:25:16	0.00	90.00	0.00000	0.00645	
2/1/0	5:26:16	0.00	90.00	0.00000	0.00645	
2/1/0	5:27:16	0.00	90.00	0.00000	0.00645	
2/1/0	5:28:16	0.00	90.00	0.00000	0.01290	
2/1/0	5:29:16	0.00	90.00	0.00000	0.00645	
2/1/0	5:30:16	0.00	90.00	0.00000	0.00645	
2/1/0	5:31:17	0.00	90.00	0.00000	0.00645	
2/1/0	5:32:17	0.00	90.00	0.00000	0.00645	
2/1/0	5:33:17	0.00	90.00	0.00000	0.01290	
2/1/0	5:34:17	0.00	90.00	0.00000	0.00645	
2/1/0	5:35:17	0.00	90.00	0.00000	0.00645	
2/1/0	5:36:17	0.00	90.00	0.00000	0.00645	
2/1/0	5:37:17	0.00	90.00	0.00000	0.00645	
2/1/0	5:38:17	0.00	90.00	0.00000	0.00645	
2/1/0	5:39:18	0.00	90.00	0.00000	0.00645	
2/1/0	5:40:18	0.00	90.00	0.00000	0.00645	
2/1/0	5:41:18	0.00	90.00	0.00000	0.00645	
2/1/0	5:42:18	0.00	90.00	0.00000	0.00645	
2/1/0	5:43:18	0.00	90.00	0.00000	0.00645	
2/1/0	5:44:18	0.00	90.00	0.00000	0.00645	
2/1/0	5:45:18	0.00	90.00	0.00000	0.01290	
2/1/0	5:46:19	0.00	90.00	0.00000	0.00645	
2/1/0	5:47:19	0.00	90.00	0.00000	0.00645	
2/1/0	5:48:19	0.00	90.00	0.00000	0.00645	
2/1/0	5:49:19	0.00	90.00	0.00000	0.00645	
2/1/0	5:50:19	0.00	90.00	0.00000	0.00645	
2/1/0	5:51:19	0.00	90.00	0.00000	0.00645	
2/1/0	5:52:19	0.00	90.00	0.00000	0.01290	
2/1/0	5:53:20	0.00	90.00	0.00000	0.00645	
2/1/0	5:54:20	0.00	90.00	0.00000	0.00645	
2/1/0	5:55:20	0.00	90.00	0.00000	0.00645	
2/1/0	5:56:20	0.00	90.00	0.00000	0.00645	
2/1/0	5:57:20	0.00	90.00	0.00000	0.01290	
2/1/0	5:58:20	0.00	90.00	0.00000	0.00645	
2/1/0	5:59:20	0.00	90.00	0.00000	0.00645	
2/1/0	6:0:20	0.00	90.00	0.00000	0.00645	
2/1/0	6:1:21	0.00	90.00	0.00000	0.00645	
2/1/0	6:2:21	0.00	90.00	0.00000	0.00645	
2/1/0	6:3:21	0.00	90.00	0.00000	0.00645	
2/1/0	6:4:21	0.00	90.00	0.00000	0.00645	
2/1/0	6:5:21	0.00	90.00	0.00000	0.00645	
2/1/0	6:6:21	0.00	90.00	0.00000	0.00645	
2/1/0	6:7:21	0.00	90.00	0.00000	0.00645	
2/1/0	6:8:22	0.00	90.00	0.00000	0.00645	
2/1/0	6:9:22	0.00	90.00	0.00000	0.00645	
2/1/0	6:10:22	0.00	90.00	0.00000	0.00645	
