Date	Time	windspeed(m/s)	windAngle(deg)	PV_power(W)	PV_voltage(V)	
1/1/0	7:38:17	0.00	270.00	0.00000	0.00645	
1/1/0	7:39:17	0.00	270.00	0.00000	0.00645	
1/1/0	7:40:18	0.00	270.00	0.00000	0.00645	
1/1/0	7:41:18	0.00	292.50	0.00000	0.00645	
1/1/0	7:42:18	0.00	270.00	0.00000	0.00645	
1/1/0	7:43:18	0.00	270.00	0.00000	0.00645	
1/1/0	7:44:18	0.00	315.00	0.00000	0.00645	
1/1/0	7:45:18	0.00	270.00	0.00000	0.00645	
1/1/0	7:46:18	0.00	270.00	0.00000	0.00645	
1/1/0	7:47:18	0.00	315.00	0.00000	0.00645	
1/1/0	7:48:19	0.00	292.50	0.00000	0.00645	
1/1/0	7:49:19	0.00	270.00	0.00000	0.00645	
1/1/0	7:50:19	0.00	315.00	0.00000	0.01290	
1/1/0	7:51:19	0.00	270.00	0.00000	0.00645	
1/1/0	7:52:19	0.00	270.00	0.00000	0.01290	
1/1/0	7:53:19	0.00	315.00	0.00000	0.00645	
1/1/0	7:54:19	0.00	292.50	0.00000	0.01290	
1/1/0	7:55:20	0.00	270.00	0.00000	0.01290	
1/1/0	7:56:20	0.00	270.00	0.00000	0.01290	
1/1/0	7:57:20	0.00	270.00	0.00000	0.00645	
1/1/0	7:58:20	0.00	315.00	0.00000	0.00645	
1/1/0	7:59:20	0.00	270.00	0.00000	0.00645	
1/1/0	8:0:20	0.00	270.00	0.00000	0.00645	
1/1/0	8:1:20	0.00	270.00	0.00000	0.00645	
1/1/0	8:2:21	0.00	270.00	0.00000	0.00645	
1/1/0	8:3:21	0.00	315.00	0.00000	0.00645	
1/1/0	8:4:21	0.00	315.00	0.00000	0.00645	
1/1/0	8:5:21	0.00	315.00	0.00000	0.01290	
1/1/0	8:6:21	0.00	270.00	0.00000	0.00645	
1/1/0	8:7:21	0.00	270.00	0.00000	0.00645	
1/1/0	8:8:21	0.00	270.00	0.00000	0.00645	
1/1/0	8:9:21	0.00	315.00	0.00000	0.01290	
1/1/0	8:10:22	0.00	315.00	0.00000	0.00645	
1/1/0	8:11:22	0.00	270.00	0.00000	0.00645	
1/1/0	8:12:22	0.00	270.00	0.00000	0.00645	
1/1/0	8:13:22	0.00	270.00	0.00000	0.00645	
1/1/0	8:14:22	0.00	270.00	0.00000	0.01290	
1/1/0	8:15:22	0.00	270.00	0.00000	0.00645	
1/1/0	8:16:22	0.00	292.50	0.00000	0.00645	
1/1/0	8:17:23	0.00	270.00	0.00000	0.00645	
1/1/0	8:18:23	0.00	315.00	0.00000	0.01290	
1/1/0	8:19:23	0.00	270.00	0.00000	0.00645	
1/1/0	8:20:23	0.00	270.00	0.00000	0.01290	
1/1/0	8:21:23	0.00	270.00	0.00000	0.00645	
1/1/0	8:22:23	0.00	270.00	0.00000	0.00645	
1/1/0	8:23:23	0.00	270.00	0.00000	0.00645	
1/1/0	8:24:24	0.00	270.00	0.00000	0.01290	
1/1/0	8:25:24	0.00	270.00	0.00000	0.00645	
1/1/0	8:26:24	0.00	270.00	0.00000	0.00645	
1/1/0	8:27:24	0.00	292.50	0.00000	0.00645	
1/1/0	8:28:24	0.00	270.00	0.00000	0.01290	
1/1/0	8:29:24	0.00	270.00	0.00000	0.01290	
1/1/0	8:30:24	0.00	270.00	0.00000	0.00645	
1/1/0	8:31:24	0.00	270.00	0.00000	0.01290	
1/1/0	8:32:25	0.00	270.00	0.00000	0.00645	
1/1/0	8:33:25	0.00	270.00	0.00000	0.00645	
1/1/0	8:34:25	0.00	292.50	0.00000	0.00645	
1/1/0	8:35:25	0.00	270.00	0.00000	0.00645	
1/1/0	8:36:25	0.00	270.00	0.00000	0.00645	
1/1/0	8:37:25	0.00	292.50	0.00000	0.00645	
1/1/0	8:38:25	0.00	315.00	0.00000	0.00645	
1/1/0	8:39:26	0.00	270.00	0.00000	0.00645	
1/1/0	8:40:26	0.00	270.00	0.00000	0.00645	
1/1/0	8:41:26	0.00	270.00	0.00000	0.01290	
1/1/0	8:42:26	0.00	270.00	0.00000	0.00645	
1/1/0	8:43:26	0.00	270.00	0.00000	0.00645	
1/1/0	8:44:26	0.00	270.00	0.00000	0.00645	
1/1/0	8:45:26	0.00	292.50	0.00000	0.00645	
1/1/0	8:46:26	0.00	270.00	0.00000	0.00645	
1/1/0	8:47:27	0.00	270.00	0.00000	0.00000	
1/1/0	8:48:27	0.00	270.00	0.00000	0.00645	
1/1/0	8:49:27	0.00	270.00	0.00000	0.00645	
1/1/0	8:50:27	0.00	315.00	0.00000	0.00645	
1/1/0	8:51:27	0.00	270.00	0.00000	0.01290	
1/1/0	8:52:27	0.00	270.00	0.00000	0.00645	
1/1/0	8:53:27	0.00	270.00	0.00000	0.00645	
1/1/0	8:54:28	0.00	315.00	0.00000	0.01290	
1/1/0	8:55:28	0.00	292.50	0.00000	0.00645	
1/1/0	8:56:28	0.00	270.00	0.00000	0.00645	
1/1/0	8:57:28	0.00	270.00	0.00000	0.00645	
1/1/0	8:58:28	0.00	270.00	0.00000	0.00645	
1/1/0	8:59:28	0.00	270.00	0.00000	0.00645	
1/1/0	9:0:28	0.00	315.00	0.00000	0.00645	
1/1/0	9:1:29	0.00	270.00	0.00000	0.00645	
1/1/0	9:2:29	0.00	270.00	0.00000	0.00645	
1/1/0	9:3:29	0.00	270.00	0.00000	0.00645	
1/1/0	9:4:29	0.00	292.50	0.00000	0.00645	
1/1/0	9:5:29	0.00	270.00	0.00000	0.00645	
1/1/0	9:6:29	0.00	270.00	0.00000	0.01290	
1/1/0	9:7:29	0.00	270.00	0.00000	0.00645	
1/1/0	9:8:29	0.00	292.50	0.00000	0.01290	
1/1/0	9:9:30	0.00	270.00	0.00000	0.00645	
1/1/0	9:10:30	0.00	315.00	0.00000	0.00645	
1/1/0	9:11:30	0.00	270.00	0.00000	0.01290	
1/1/0	9:12:30	0.00	270.00	0.00000	0.00645	
1/1/0	9:13:30	0.00	270.00	0.00000	0.00645	
1/1/0	9:14:30	0.00	315.00	0.00000	0.00645	
1/1/0	9:15:30	0.00	270.00	0.00000	0.00645	
1/1/0	9:16:31	0.00	270.00	0.00000	0.00645	
1/1/0	9:17:31	0.00	270.00	0.00000	0.00645	
1/1/0	9:18:31	0.00	270.00	0.00000	0.00000	
1/1/0	9:19:31	0.00	315.00	0.00000	0.01290	
1/1/0	9:20:31	0.00	270.00	0.00000	0.01290	
1/1/0	9:21:31	0.00	315.00	0.00000	0.00645	
1/1/0	9:22:31	0.00	270.00	0.00000	0.01290	
1/1/0	9:23:31	0.00	270.00	0.00000	0.00645	
1/1/0	9:24:32	0.00	270.00	0.00000	0.00000	
1/1/0	9:25:32	0.00	270.00	0.00000	0.00645	
1/1/0	9:26:32	0.00	270.00	0.00000	0.00645	
1/1/0	9:27:32	0.00	270.00	0.00000	0.00645	
1/1/0	9:28:32	0.00	270.00	0.00000	0.00645	
1/1/0	9:29:32	0.00	270.00	0.00000	0.01290	
1/1/0	9:30:32	0.00	270.00	0.00000	0.00645	
1/1/0	9:31:33	0.00	270.00	0.00000	0.00645	
1/1/0	9:32:33	0.00	270.00	0.00000	0.00645	
1/1/0	9:33:33	0.00	270.00	0.00000	0.01290	
1/1/0	9:34:33	0.00	270.00	0.00000	0.00645	
1/1/0	9:35:33	0.00	270.00	0.00000	0.00645	
1/1/0	9:36:33	0.00	270.00	0.00000	0.01290	
1/1/0	9:37:33	0.00	270.00	0.00000	0.01290	
1/1/0	9:38:33	0.00	315.00	0.00000	0.00645	
1/1/0	9:39:34	0.00	270.00	0.00000	0.00645	
1/1/0	9:40:34	0.00	270.00	0.00000	0.00645	
1/1/0	9:41:34	0.00	315.00	0.00000	0.00645	
1/1/0	9:42:34	0.00	292.50	0.00000	0.00645	
1/1/0	9:43:34	0.00	270.00	0.00000	0.01290	
1/1/0	9:44:34	0.00	270.00	0.00000	0.00645	
1/1/0	9:45:34	0.00	270.00	0.00000	0.00645	
1/1/0	9:46:35	0.00	315.00	0.00000	0.00645	
1/1/0	9:47:35	0.00	270.00	0.00000	0.00645	
1/1/0	9:48:35	0.00	270.00	0.00000	0.01290	
1/1/0	9:49:35	0.00	315.00	0.00000	0.01290	
1/1/0	9:50:35	0.00	315.00	0.00000	0.00645	
1/1/0	9:51:35	0.00	270.00	0.00000	0.00645	
1/1/0	9:52:35	0.00	315.00	0.00000	0.01290	
1/1/0	9:53:35	0.00	270.00	0.00000	0.01290	
1/1/0	9:54:36	0.00	270.00	0.00000	0.00645	
1/1/0	9:55:36	0.00	270.00	0.00000	0.00645	
1/1/0	9:56:36	0.00	270.00	0.00000	0.00645	
1/1/0	9:57:36	0.00	270.00	0.00000	0.00645	
1/1/0	9:58:36	0.00	315.00	0.00000	0.01290	
1/1/0	9:59:36	0.00	315.00	0.00000	0.01290	
1/1/0	10:0:36	0.00	292.50	0.00000	0.00645	
1/1/0	10:1:37	0.00	270.00	0.00000	0.00645	
1/1/0	10:2:37	0.00	270.00	0.00000	0.01290	
1/1/0	10:3:37	0.00	315.00	0.00000	0.00645	
1/1/0	10:4:37	0.00	270.00	0.00000	0.00645	
1/1/0	10:5:37	0.00	270.00	0.00000	0.00645	
1/1/0	10:6:37	0.00	270.00	0.00000	0.00645	
1/1/0	10:7:37	0.00	270.00	0.00000	0.00645	
1/1/0	10:8:38	0.00	292.50	0.00000	0.01290	
1/1/0	10:9:38	0.00	270.00	0.00000	0.00645	
1/1/0	10:10:38	0.00	315.00	0.00000	0.00645	
1/1/0	10:11:38	0.00	270.00	0.00000	0.00645	
1/1/0	10:12:38	0.00	270.00	0.00000	0.00645	
1/1/0	10:13:38	0.00	270.00	0.00000	0.01290	
1/1/0	10:14:38	0.00	270.00	0.00000	0.00645	
1/1/0	10:15:38	0.00	315.00	0.00000	0.01290	
1/1/0	10:16:39	0.00	270.00	0.00000	0.00645	
1/1/0	10:17:39	0.00	270.00	0.00000	0.00645	
1/1/0	10:18:39	0.00	270.00	0.00000	0.01290	
1/1/0	10:19:39	0.00	270.00	0.00000	0.01290	
1/1/0	10:20:39	0.00	270.00	0.00000	0.00645	
1/1/0	10:21:39	0.00	270.00	0.00000	0.00645	
1/1/0	10:22:39	0.00	270.00	0.00000	0.00645	
1/1/0	10:23:40	0.00	270.00	0.00000	0.00645	
1/1/0	10:24:40	0.00	292.50	0.00000	0.01290	
1/1/0	10:25:40	0.00	270.00	0.00000	0.00645	
1/1/0	10:26:40	0.00	270.00	0.00000	0.00645	
1/1/0	10:27:40	0.00	270.00	0.00000	0.00645	
1/1/0	10:28:40	0.00	270.00	0.00000	0.00645	
1/1/0	10:29:40	0.00	270.00	0.00000	0.00645	
1/1/0	10:30:40	0.00	315.00	0.00000	0.00645	
1/1/0	10:31:41	0.00	315.00	0.00000	0.01290	
1/1/0	10:32:41	0.00	270.00	0.00000	0.01290	
1/1/0	10:33:41	0.00	292.50	0.00000	0.01935	
1/1/0	10:34:41	0.00	270.00	0.00000	0.01290	
1/1/0	10:35:41	0.00	315.00	0.00000	0.01935	
1/1/0	10:36:41	0.00	270.00	0.00000	0.02581	
1/1/0	10:37:41	0.00	270.00	0.00000	0.02581	
1/1/0	10:38:42	0.00	270.00	0.00000	0.02581	
1/1/0	10:39:42	0.00	270.00	0.00000	0.03871	
1/1/0	10:40:42	0.00	315.00	0.00000	0.03871	
1/1/0	10:41:42	0.00	270.00	0.00000	0.05161	
1/1/0	10:42:42	0.00	270.00	0.00000	0.05806	
1/1/0	10:43:42	0.00	270.00	0.00000	0.06452	
1/1/0	10:44:42	0.00	270.00	0.00000	0.07742	
1/1/0	10:45:43	0.00	270.00	0.00000	0.09032	
1/1/0	10:46:43	0.00	315.00	0.00001	0.10323	
1/1/0	10:47:43	0.00	270.00	0.00001	0.11613	
1/1/0	10:48:43	0.00	270.00	0.00001	0.12903	
1/1/0	10:49:43	0.00	270.00	0.00001	0.14839	
1/1/0	10:50:43	0.00	270.00	0.00001	0.16774	
1/1/0	10:51:43	0.00	270.00	0.00002	0.18710	
1/1/0	10:52:43	0.00	270.00	0.00002	0.21290	
1/1/0	10:53:44	0.00	270.00	0.00003	0.22581	
1/1/0	10:54:44	0.00	315.00	0.00003	0.24516	
1/1/0	10:55:44	0.00	270.00	0.00004	0.27742	
1/1/0	10:56:44	0.00	270.00	0.00004	0.29677	
1/1/0	10:57:44	0.00	315.00	0.00006	0.33548	
1/1/0	10:58:44	0.00	270.00	0.00007	0.36129	
1/1/0	10:59:44	0.00	270.00	0.00008	0.40000	
1/1/0	11:0:45	0.00	292.50	0.00009	0.43226	
1/1/0	11:1:45	0.00	315.00	0.00010	0.45806	
1/1/0	11:2:45	0.00	270.00	0.00012	0.49032	
1/1/0	11:3:45	0.00	315.00	0.00014	0.52258	
1/1/0	11:4:45	0.00	270.00	0.00015	0.54194	
1/1/0	11:5:45	0.00	270.00	0.00017	0.58065	
1/1/0	11:6:45	0.00	270.00	0.00018	0.60645	
1/1/0	11:7:45	0.00	315.00	0.00020	0.63871	
1/1/0	11:8:46	0.00	270.00	0.00023	0.67097	
1/1/0	11:9:46	0.00	270.00	0.00024	0.69677	
1/1/0	11:10:46	0.00	270.00	0.00026	0.72258	
1/1/0	11:11:46	0.00	270.00	0.00028	0.74839	
1/1/0	11:12:46	0.00	270.00	0.00030	0.77419	
1/1/0	11:13:46	0.00	270.00	0.00033	0.80645	
1/1/0	11:14:46	0.00	270.00	0.00035	0.83871	
1/1/0	11:15:47	0.00	270.00	0.00037	0.86452	
1/1/0	11:16:47	0.00	315.00	0.00040	0.89032	
1/1/0	11:17:47	0.00	315.00	0.00042	0.91613	
1/1/0	11:18:47	0.00	270.00	0.00044	0.94194	
1/1/0	11:19:47	0.00	270.00	0.00047	0.97419	
1/1/0	11:20:47	0.00	315.00	0.00050	1.00000	
1/1/0	11:21:47	0.00	270.00	0.00053	1.03226	
1/1/0	11:22:47	0.00	270.00	0.00056	1.05806	
1/1/0	11:23:48	0.00	270.00	0.00059	1.08387	
1/1/0	11:24:48	0.00	270.00	0.00062	1.11613	
1/1/0	11:25:48	0.00	270.00	0.00065	1.14194	
1/1/0	11:26:48	0.00	270.00	0.00069	1.17419	
1/1/0	11:27:48	0.00	270.00	0.00072	1.20000	
1/1/0	11:28:48	0.00	270.00	0.00076	1.23226	
1/1/0	11:29:48	0.00	270.00	0.00080	1.26452	
1/1/0	11:30:49	0.00	270.00	0.00083	1.29032	
1/1/0	11:31:49	0.00	270.00	0.00088	1.32903	
1/1/0	11:32:49	0.00	270.00	0.00093	1.36129	
1/1/0	11:33:49	0.00	270.00	0.00098	1.40000	
1/1/0	11:34:49	0.00	270.00	0.00102	1.42581	
1/1/0	11:35:49	0.00	270.00	0.00106	1.45806	
1/1/0	11:36:49	0.00	270.00	0.00112	1.49677	
1/1/0	11:37:50	0.00	270.00	0.00118	1.53548	
1/1/0	11:38:50	0.00	270.00	0.00124	1.57419	
1/1/0	11:39:50	0.00	270.00	0.00129	1.60645	
1/1/0	11:40:50	0.00	270.00	0.00135	1.64516	
1/1/0	11:41:50	0.00	270.00	0.00141	1.67742	
1/1/0	11:42:50	0.00	270.00	0.00147	1.71613	
1/1/0	11:43:50	0.00	270.00	0.00155	1.76129	
1/1/0	11:44:50	0.00	270.00	0.00161	1.79355	
1/1/0	11:45:51	0.00	270.00	0.00168	1.83226	
1/1/0	11:46:51	0.00	270.00	0.00174	1.86452	
1/1/0	11:47:51	0.00	270.00	0.00181	1.90323	
1/1/0	11:48:51	0.00	270.00	0.00189	1.94194	
1/1/0	11:49:51	0.00	270.00	0.00194	1.96774	
1/1/0	11:50:51	0.00	270.00	0.00201	2.00645	
1/1/0	11:51:51	0.00	270.00	0.00209	2.04516	
1/1/0	11:52:52	0.00	270.00	0.00218	2.09032	
1/1/0	11:53:52	0.00	270.00	0.00225	2.12258	
1/1/0	11:54:52	0.00	270.00	0.00232	2.15484	
1/1/0	11:55:52	0.00	270.00	0.00241	2.19355	
1/1/0	11:56:52	0.00	270.00	0.00251	2.23871	
1/1/0	11:57:52	0.00	270.00	0.00259	2.27742	
1/1/0	11:58:52	0.00	270.00	0.00270	2.32258	
1/1/0	11:59:52	0.00	270.00	0.00279	2.36129	
1/1/0	12:0:53	0.00	270.00	0.00293	2.41935	
1/1/0	12:1:53	0.00	270.00	0.00310	2.49032	
1/1/0	12:2:53	0.00	270.00	0.00313	2.50323	
1/1/0	12:3:53	0.00	270.00	0.00308	2.48387	
1/1/0	12:4:53	0.00	270.00	0.00317	2.51613	
1/1/0	12:5:53	0.00	270.00	0.00321	2.53548	
1/1/0	12:6:53	0.00	270.00	0.00331	2.57419	
1/1/0	12:7:54	0.00	270.00	0.00340	2.60645	
1/1/0	12:8:54	0.00	270.00	0.00348	2.63871	
1/1/0	12:9:54	0.00	270.00	0.00357	2.67097	
1/1/0	12:10:54	0.00	270.00	0.00369	2.71613	
1/1/0	12:11:54	0.00	270.00	0.00381	2.76129	
1/1/0	12:12:54	0.00	270.00	0.00401	2.83226	
1/1/0	12:13:54	0.00	270.00	0.00407	2.85161	
1/1/0	12:14:55	0.00	270.00	0.00412	2.87097	
1/1/0	12:15:55	0.00	270.00	0.00427	2.92258	
1/1/0	12:16:55	0.00	270.00	0.00433	2.94194	
1/1/0	12:17:55	0.00	270.00	0.00435	2.94839	
1/1/0	12:18:55	0.00	270.00	0.00446	2.98710	
1/1/0	12:19:55	0.00	270.00	0.00444	2.98065	
1/1/0	12:20:55	0.00	270.00	0.00452	3.00645	
1/1/0	12:21:55	0.00	270.00	0.00460	3.03226	
1/1/0	12:22:56	0.00	270.00	0.00462	3.03871	
1/1/0	12:23:56	0.00	270.00	0.00476	3.08387	
1/1/0	12:24:56	0.00	270.00	0.00571	3.38065	
1/1/0	12:25:56	0.00	270.00	0.00630	3.54839	
1/1/0	12:26:56	0.00	270.00	0.00648	3.60000	
1/1/0	12:27:56	0.00	270.00	0.00623	3.52903	
1/1/0	12:28:56	0.00	270.00	0.00508	3.18710	
1/1/0	12:29:57	0.00	270.00	0.00500	3.16129	
1/1/0	12:30:57	0.00	270.00	0.00500	3.16129	
1/1/0	12:31:57	0.00	270.00	0.00500	3.16129	
1/1/0	12:32:57	0.00	315.00	0.00580	3.40645	
1/1/0	12:33:57	0.00	270.00	0.00727	3.81290	
1/1/0	12:34:57	0.00	270.00	0.00705	3.75484	
1/1/0	12:35:57	0.00	270.00	0.00648	3.60000	
1/1/0	12:36:57	0.00	270.00	0.00630	3.54839	
1/1/0	12:37:58	0.00	270.00	0.00639	3.57419	
1/1/0	12:38:58	0.00	270.00	0.00700	3.74194	
1/1/0	12:39:58	0.00	270.00	0.00739	3.84516	
1/1/0	12:40:58	0.00	270.00	0.00710	3.76774	
1/1/0	12:41:58	0.00	270.00	0.00734	3.83226	
1/1/0	12:42:58	0.00	270.00	0.00676	3.67742	
1/1/0	12:43:58	0.00	270.00	0.00715	3.78065	
1/1/0	12:44:59	0.00	270.00	0.00506	3.18065	
1/1/0	12:45:59	0.00	270.00	0.00484	3.10968	
1/1/0	12:46:59	0.00	270.00	0.00539	3.28387	
1/1/0	12:47:59	0.00	270.00	0.00779	3.94839	
1/1/0	12:48:59	0.00	270.00	0.00720	3.79355	
1/1/0	12:49:59	0.00	270.00	0.00693	3.72258	
1/1/0	12:50:59	0.00	270.00	0.00611	3.49677	
1/1/0	12:52:0	0.00	270.00	0.00527	3.24516	
1/1/0	12:53:0	0.00	270.00	0.00690	3.71613	
1/1/0	12:54:0	0.00	270.00	0.00646	3.59355	
1/1/0	12:55:0	0.00	270.00	0.00508	3.18710	
1/1/0	12:56:0	0.00	270.00	0.00516	3.21290	
1/1/0	12:57:0	0.00	270.00	0.00480	3.09677	
1/1/0	12:58:0	0.00	270.00	0.00494	3.14194	
1/1/0	12:59:0	0.00	270.00	0.00571	3.38065	
1/1/0	13:0:1	0.00	270.00	0.00757	3.89032	
1/1/0	13:1:1	0.00	270.00	0.00707	3.76129	
1/1/0	13:2:1	0.00	270.00	0.00657	3.62581	
1/1/0	13:3:1	0.00	270.00	0.00537	3.27742	
1/1/0	13:4:1	0.00	270.00	0.00657	3.62581	
1/1/0	13:5:1	0.00	270.00	0.00600	3.46452	
1/1/0	13:6:1	0.00	270.00	0.00607	3.48387	
1/1/0	13:7:2	0.00	270.00	0.00655	3.61935	
1/1/0	13:8:2	0.00	270.00	0.00609	3.49032	
1/1/0	13:9:2	0.00	270.00	0.00533	3.26452	
1/1/0	13:10:2	0.00	270.00	0.00600	3.46452	
1/1/0	13:11:2	0.00	270.00	0.00470	3.06452	
1/1/0	13:12:2	0.00	270.00	0.00527	3.24516	
1/1/0	13:13:2	0.00	270.00	0.00550	3.31613	
1/1/0	13:14:3	0.00	315.00	0.00571	3.38065	
1/1/0	13:15:3	0.00	270.00	0.00554	3.32903	
1/1/0	13:16:3	0.00	270.00	0.00587	3.42581	
1/1/0	13:17:3	0.00	315.00	0.00556	3.33548	
1/1/0	13:18:3	0.00	270.00	0.00504	3.17419	
1/1/0	13:19:3	0.00	315.00	0.00472	3.07097	
1/1/0	13:20:3	0.00	315.00	0.00492	3.13548	
1/1/0	13:21:4	0.00	315.00	0.00502	3.16774	
1/1/0	13:22:4	0.00	270.00	0.00478	3.09032	
1/1/0	13:23:4	0.00	270.00	0.00437	2.95484	
1/1/0	13:24:4	0.00	270.00	0.00431	2.93548	
1/1/0	13:25:4	0.00	315.00	0.00472	3.07097	
1/1/0	13:26:4	0.00	315.00	0.00514	3.20645	
1/1/0	13:27:4	0.00	270.00	0.00533	3.26452	
1/1/0	13:28:4	0.00	270.00	0.00618	3.51613	
1/1/0	13:29:5	0.00	270.00	0.00450	3.00000	
1/1/0	13:30:5	0.00	270.00	0.00660	3.63226	
1/1/0	13:31:5	0.00	270.00	0.00695	3.72903	
1/1/0	13:32:5	0.00	315.00	0.00667	3.65161	
1/1/0	13:33:5	0.00	270.00	0.00643	3.58710	
1/1/0	13:34:5	0.00	270.00	0.00660	3.63226	
1/1/0	13:35:5	0.00	270.00	0.00650	3.60645	
1/1/0	13:36:6	0.00	270.00	0.00688	3.70968	
1/1/0	13:37:6	0.00	270.00	0.00664	3.64516	
1/1/0	13:38:6	0.00	270.00	0.00636	3.56774	
1/1/0	13:39:6	0.00	315.00	0.00632	3.55484	
1/1/0	13:40:6	0.00	270.00	0.00639	3.57419	
1/1/0	13:41:6	0.00	270.00	0.00707	3.76129	
1/1/0	13:42:6	0.00	270.00	0.00759	3.89677	
1/1/0	13:43:7	0.00	315.00	0.00779	3.94839	
1/1/0	13:44:7	0.00	315.00	0.00759	3.89677	
1/1/0	13:45:7	0.00	315.00	0.00707	3.76129	
1/1/0	13:46:7	0.00	315.00	0.00700	3.74194	
1/1/0	13:47:7	0.00	315.00	0.00727	3.81290	
1/1/0	13:48:7	0.00	315.00	0.00747	3.86452	
1/1/0	13:49:7	0.00	270.00	0.00742	3.85161	
1/1/0	13:50:7	0.00	270.00	0.00720	3.79355	
1/1/0	13:51:8	0.00	292.50	0.00749	3.87097	
1/1/0	13:52:8	0.00	270.00	0.00767	3.91613	
1/1/0	13:53:8	0.00	270.00	0.00754	3.88387	
1/1/0	13:54:8	0.00	315.00	0.00700	3.74194	
1/1/0	13:55:8	0.00	270.00	0.00683	3.69677	
1/1/0	13:56:8	0.00	225.00	0.00710	3.76774	
1/1/0	13:57:8	0.00	315.00	0.00787	3.96774	
1/1/0	13:58:9	0.00	315.00	0.00792	3.98065	
1/1/0	13:59:9	0.00	315.00	0.00720	3.79355	
1/1/0	14:0:9	0.00	270.00	0.00722	3.80000	
1/1/0	14:1:9	0.00	315.00	0.00641	3.58065	
1/1/0	14:2:9	0.00	315.00	0.00627	3.54194	
1/1/0	14:3:9	0.00	270.00	0.00664	3.64516	
1/1/0	14:4:9	0.00	315.00	0.00643	3.58710	
1/1/0	14:5:10	0.00	270.00	0.00655	3.61935	
1/1/0	14:6:10	0.00	270.00	0.00650	3.60645	
1/1/0	14:7:10	0.00	270.00	0.00703	3.74839	
1/1/0	14:8:10	0.00	315.00	0.00732	3.82581	
1/1/0	14:9:10	0.00	315.00	0.00727	3.81290	
1/1/0	14:10:10	0.00	270.00	0.00737	3.83871	
1/1/0	14:11:10	0.00	315.00	0.00767	3.91613	
1/1/0	14:12:11	0.00	315.00	0.00782	3.95484	
1/1/0	14:13:11	0.00	225.00	0.00782	3.95484	
1/1/0	14:14:11	0.00	135.00	0.00831	4.07742	
1/1/0	14:15:11	1.32	270.00	0.00837	4.09032	
1/1/0	14:16:11	0.00	315.00	0.00839	4.09677	
1/1/0	14:17:11	0.00	270.00	0.00850	4.12258	
1/1/0	14:18:11	0.00	270.00	0.00837	4.09032	
1/1/0	14:19:11	0.00	315.00	0.00829	4.07097	
1/1/0	14:20:12	0.00	315.00	0.00831	4.07742	
1/1/0	14:21:12	0.00	292.50	0.00813	4.03226	
1/1/0	14:22:12	0.00	315.00	0.00797	3.99355	
1/1/0	14:23:12	0.00	315.00	0.00772	3.92903	
1/1/0	14:24:12	0.00	315.00	0.00707	3.76129	
1/1/0	14:25:12	1.32	315.00	0.00646	3.59355	
1/1/0	14:26:12	0.00	270.00	0.00724	3.80645	
1/1/0	14:27:13	0.00	270.00	0.00767	3.91613	
1/1/0	14:28:13	0.00	315.00	0.00797	3.99355	
1/1/0	14:29:13	0.00	315.00	0.00774	3.93548	
1/1/0	14:30:13	0.00	315.00	0.00800	4.00000	
1/1/0	14:31:13	0.00	270.00	0.00790	3.97419	
1/1/0	14:32:13	0.00	270.00	0.00787	3.96774	
1/1/0	14:33:13	0.00	315.00	0.00722	3.80000	
1/1/0	14:34:14	0.00	315.00	0.00759	3.89677	
1/1/0	14:35:14	0.00	270.00	0.00688	3.70968	
1/1/0	14:36:14	0.00	315.00	0.00669	3.65806	
1/1/0	14:37:14	0.00	270.00	0.00739	3.84516	
1/1/0	14:38:14	0.00	270.00	0.00729	3.81935	
1/1/0	14:39:14	0.00	315.00	0.00757	3.89032	
1/1/0	14:40:14	0.00	315.00	0.00797	3.99355	
1/1/0	14:41:14	0.00	270.00	0.00792	3.98065	
1/1/0	14:42:15	0.00	315.00	0.00795	3.98710	
1/1/0	14:43:15	0.00	270.00	0.00749	3.87097	
1/1/0	14:44:15	0.00	270.00	0.00686	3.70323	
1/1/0	14:45:15	0.00	315.00	0.00717	3.78710	
1/1/0	14:46:15	0.00	315.00	0.00742	3.85161	
1/1/0	14:47:15	0.00	270.00	0.00823	4.05806	
1/1/0	14:48:15	0.00	270.00	0.00818	4.04516	
1/1/0	14:49:16	0.00	270.00	0.00790	3.97419	
1/1/0	14:50:16	0.00	270.00	0.00797	3.99355	
1/1/0	14:51:16	0.00	270.00	0.00795	3.98710	
1/1/0	14:52:16	1.98	270.00	0.00785	3.96129	
1/1/0	14:53:16	0.66	270.00	0.00754	3.88387	
1/1/0	14:54:16	0.00	315.00	0.00729	3.81935	
1/1/0	14:55:16	0.00	315.00	0.00703	3.74839	
1/1/0	14:56:17	1.32	0.00	0.00722	3.80000	
1/1/0	14:57:17	0.00	315.00	0.00787	3.96774	
1/1/0	14:58:17	1.32	225.00	0.00800	4.00000	
1/1/0	14:59:17	0.00	315.00	0.00779	3.94839	
1/1/0	15:0:17	0.66	315.00	0.00774	3.93548	
1/1/0	15:1:17	1.32	315.00	0.00772	3.92903	
1/1/0	15:2:17	0.00	315.00	0.00747	3.86452	
1/1/0	15:3:17	1.32	315.00	0.00715	3.78065	
1/1/0	15:4:18	0.00	270.00	0.00683	3.69677	
1/1/0	15:5:18	0.00	270.00	0.00679	3.68387	
1/1/0	15:6:18	0.00	315.00	0.00641	3.58065	
1/1/0	15:7:18	0.00	270.00	0.00681	3.69032	
1/1/0	15:8:18	0.00	270.00	0.00693	3.72258	
